Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
405-8078784-5731545,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,647.62,MUMBAI,MAHARASHTRA,400081.0,IN,False,Easy Ship
171-9198151-1101146,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,406.0,BENGALURU,KARNATAKA,560085.0,IN,False,Easy Ship
404-0687676-7273146,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,329.0,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,True,Unknown
403-9615377-8133951,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Blazzer,L,On the Way,0,INR,753.33,PUDUCHERRY,PUDUCHERRY,605008.0,IN,False,Easy Ship
407-1069790-7240320,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,574.0,CHENNAI,TAMIL NADU,600073.0,IN,False,Unknown
404-1490984-4578765,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,824.0,GHAZIABAD,UTTAR PRADESH,201102.0,IN,False,Unknown
408-5748499-6859555,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,653.0,CHANDIGARH,CHANDIGARH,160036.0,IN,False,Unknown
406-7807733-3785945,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399.0,HYDERABAD,TELANGANA,500032.0,IN,False,Easy Ship
402-4393761-0311520,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,363.0,Chennai,TAMIL NADU,600041.0,IN,False,Unknown
407-5633625-6970741,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,685.0,CHENNAI,TAMIL NADU,600073.0,IN,False,Unknown
171-4638481-6326716,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,364.0,NOIDA,UTTAR PRADESH,201303.0,IN,False,Unknown
405-5513694-8146768,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,399.0,Amravati.,MAHARASHTRA,444606.0,IN,False,Easy Ship
408-7955685-3083534,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,657.0,MUMBAI,MAHARASHTRA,400053.0,IN,False,Unknown
408-1298370-1920302,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,771.0,MUMBAI,MAHARASHTRA,400053.0,IN,False,Easy Ship
403-4965581-9520319,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,544.0,GUNTAKAL,ANDHRA PRADESH,515801.0,IN,False,Easy Ship
406-9379318-6555504,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,329.0,JAIPUR,RAJASTHAN,302020.0,IN,False,Unknown
405-9013803-8009918,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399.0,NEW DELHI,DELHI,110074.0,IN,False,Unknown
402-4030358-5835511,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,458.0,Gurgaon,HARYANA,122004.0,IN,False,Easy Ship
405-5957858-1051546,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,886.0,BENGALURU,KARNATAKA,560017.0,IN,False,Unknown
405-0607769-0716360,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,517.0,TIRUCHIRAPPALLI,TAMIL NADU,620018.0,IN,False,Unknown
404-8494550-5860325,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,666.0,BENGALURU,KARNATAKA,560040.0,IN,False,Unknown
171-1305077-2813934,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,376.0,HYDERABAD,TELANGANA,500072.0,IN,False,Unknown
404-6019946-2909948,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,570.48,pune,MAHARASHTRA,411044.0,IN,False,Easy Ship
402-3384087-4005164,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499.0,TEZPUR,ASSAM,784001.0,IN,False,Unknown
405-8191138-5176316,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,582.0,RANCHI,JHARKHAND,834002.0,IN,False,Easy Ship
403-9230474-9657916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,299.0,BILASPUR,CHHATTISGARH,495001.0,IN,False,Easy Ship
408-3484251-6901959,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,4XL,Shipped,1,INR,459.0,PUNE,MAHARASHTRA,411052.0,IN,False,Unknown
405-7755803-4729935,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560037.0,IN,False,Unknown
171-9040274-9291563,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,791.0,THIRUVARUR,TAMIL NADU,613704.0,IN,False,Unknown
403-7056319-0979561,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,499.0,LUCKNOW,UTTAR PRADESH,226010.0,IN,False,Unknown
404-9632124-1107550,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1233.0,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,False,Easy Ship
402-1465437-0579556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,517.0,JEYPUR,ODISHA,764001.0,IN,False,Easy Ship
404-7774085-3780319,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,376.0,HYDERABAD,TELANGANA,500028.0,IN,False,Unknown
402-2764952-1492318,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,499.0,LUCKNOW,UTTAR PRADESH,226016.0,IN,False,Easy Ship
406-0272200-7784379,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,666.0,CHENNAI,TAMIL NADU,600033.0,IN,False,Unknown
403-4367956-2849158,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,487.0,NEW DELHI,DELHI,110092.0,IN,False,Unknown
403-4367956-2849158,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,368.0,NEW DELHI,DELHI,110092.0,IN,False,Unknown
403-4242957-8599555,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,THIRUVANANTHAPURAM,KERALA,695011.0,IN,False,Unknown
408-7165704-5643524,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,699.0,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,False,Unknown
402-8210765-3935569,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,885.0,JABALPUR,MADHYA PRADESH,482002.0,IN,False,Unknown
406-7398201-3869914,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,424.0,MUMBAI,MAHARASHTRA,400092.0,IN,False,Easy Ship
408-3478480-0881162,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1126.0,LUCKNOW,UTTAR PRADESH,226017.0,IN,False,Unknown
402-7595162-9129931,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788.0,MUMBAI,MAHARASHTRA,400076.0,IN,False,Unknown
171-6876154-6233146,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,759.0,KOLKATA,WEST BENGAL,700014.0,IN,False,Unknown
408-3917043-5314763,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1146.0,ONGOLE,ANDHRA PRADESH,523001.0,IN,False,Unknown
408-9281152-6213100,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,665.0,SECUNDERABAD,TELANGANA,500017.0,IN,False,Unknown
403-3496411-3082707,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,429.0,HYDERABAD,TELANGANA,500062.0,IN,False,Unknown
171-9208368-0157156,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399.0,KEWALPUR,UTTAR PRADESH,271881.0,IN,False,Easy Ship
408-2137113-0982751,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,848.0,CUTTACK,ODISHA,753012.0,IN,False,Unknown
402-3628566-9688333,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654.0,BADLAPUR,MAHARASHTRA,421503.0,IN,False,Unknown
408-7138000-9728362,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1033.0,dimapur,NAGALAND,797112.0,IN,False,Unknown
402-1752649-2274748,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,390.0,BENGALURU,KARNATAKA,560047.0,IN,False,Unknown
402-7944191-1869101,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,493.0,BENGALURU,KARNATAKA,560076.0,IN,False,Unknown
407-4063876-9566742,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,721.0,WARANGAL,TELANGANA,506001.0,IN,False,Unknown
403-0752752-4656334,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597.0,DHAULPUR,RAJASTHAN,328024.0,IN,False,Unknown
406-8879861-2081117,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,GUWAHATI,ASSAM,781029.0,IN,False,Unknown
406-8089333-7941903,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,888.0,Bengaluru,KARNATAKA,560103.0,IN,False,Unknown
171-3072652-6805159,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,353.0,HYDERABAD,TELANGANA,500072.0,IN,False,Unknown
171-2592464-6846743,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,599.0,BENGALURU,KARNATAKA,560023.0,IN,False,Easy Ship
404-2262140-4696366,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,518.0,NAGPUR,MAHARASHTRA,440022.0,IN,False,Unknown
404-2262140-4696366,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,295.0,NAGPUR,MAHARASHTRA,440022.0,IN,False,Unknown
405-3594372-1614709,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,852.0,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,False,Unknown
407-2974257-4781134,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,824.0,THANE,MAHARASHTRA,400607.0,IN,False,Unknown
405-4461562-9113959,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,909.0,RANCHI,JHARKHAND,834004.0,IN,False,Unknown
404-4535078-5241919,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,432.0,PUNE,MAHARASHTRA,411014.0,IN,False,Unknown
405-8387725-2971512,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,545.0,BENGALURU,KARNATAKA,560040.0,IN,False,Unknown
405-6480932-8759528,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1146.0,VIJAPURA,KARNATAKA,586201.0,IN,False,Unknown
405-9966506-3155561,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,696.0,CHENNAI,TAMIL NADU,600041.0,IN,False,Easy Ship
408-7029737-8028367,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,432.0,MUMBAI,MAHARASHTRA,400080.0,IN,False,Unknown
407-2189901-7515567,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,631.0,bangalore,KARNATAKA,560001.0,IN,False,Easy Ship
402-2105657-2899562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,316.0,BENGALURU,KARNATAKA,560098.0,IN,False,Unknown
406-1326801-8886709,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,362.0,BERHAMPUR,ODISHA,760002.0,IN,False,Easy Ship
408-7760667-5809130,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,329.0,HYDERABAD,TELANGANA,500085.0,IN,False,Unknown
405-8457623-9269955,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411045.0,IN,False,Unknown
408-6820155-3521913,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,751.0,TEZPUR,ASSAM,784001.0,IN,False,Unknown
403-6190683-2687538,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,791.0,HIMMATNAGAR,Gujarat,383001.0,IN,False,Unknown
408-4069830-3819562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,684.0,Kolkata,WEST BENGAL,700048.0,IN,False,Unknown
408-4069830-3819562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1281.0,Kolkata,WEST BENGAL,700048.0,IN,False,Unknown
408-4069830-3819562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1186.0,Kolkata,WEST BENGAL,700048.0,IN,False,Unknown
171-7367545-7081126,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,499.0,HYDERABAD,TELANGANA,502032.0,IN,False,Unknown
404-6522553-9345930,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,1105.36,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
407-6599093-6553153,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,3XL,Shipped,1,INR,377.0,KOLKATA,WEST BENGAL,700078.0,IN,False,Easy Ship
403-3763475-2237125,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744.0,DHARMAPURI,TAMIL NADU,636705.0,IN,False,Unknown
405-1492294-0323520,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,744.0,DEHRADUN,UTTARAKHAND,248005.0,IN,False,Unknown
403-1162895-2484367,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,859.0,JAIPUR,RAJASTHAN,303905.0,IN,False,Easy Ship
171-6833843-5473114,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,487.0,VADODARA,Gujarat,390019.0,IN,False,Unknown
403-1477057-8253913,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,825.0,CHAVAKKAD,KERALA,680506.0,IN,False,Unknown
408-2114413-6089906,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,680.0,PATNA,BIHAR,800026.0,IN,False,Unknown
405-1879750-2639521,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,725.0,CHENNAI,TAMIL NADU,600028.0,IN,False,Easy Ship
406-5727754-5302723,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,696.0,VADODARA,Gujarat,390018.0,IN,False,Unknown
405-0901744-8270705,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499.0,VADODARA,Gujarat,390003.0,IN,False,Unknown
408-6357132-2310703,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,696.0,Jammu,JAMMU & KASHMIR,180011.0,IN,False,Unknown
406-5334922-9670748,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,406.0,bangalore,KARNATAKA,560026.0,IN,False,Unknown
402-8519791-3706738,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,852.0,NEW DELHI,DELHI,110036.0,IN,False,Unknown
408-1830318-0357940,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399.0,NARNAUND,HARYANA,125039.0,IN,False,Unknown
406-5103760-7326749,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,432.0,Ahmedabad,Gujarat,380051.0,IN,False,Unknown
408-7698765-2294756,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1338.0,AMBARNATH,MAHARASHTRA,421502.0,IN,False,Easy Ship
404-1856281-9996319,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,472.0,GWALIOR,MADHYA PRADESH,474005.0,IN,False,Easy Ship
406-5406738-7113145,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788.0,NEW DELHI,DELHI,110078.0,IN,False,Unknown
405-5257740-5301158,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,832.0,ROHTAK,HARYANA,124001.0,IN,False,Easy Ship
405-5257740-5301158,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399.0,ROHTAK,HARYANA,124001.0,IN,False,Easy Ship
405-2072502-4089911,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599.0,ROHTAK,HARYANA,124001.0,IN,False,Unknown
405-0882561-5952340,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,692.0,Kolkata,WEST BENGAL,700156.0,IN,False,Unknown
403-7266170-1163500,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518.0,MUMBAI,MAHARASHTRA,400076.0,IN,False,Easy Ship
405-8114272-1687512,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788.0,NEW DELHI,DELHI,110034.0,IN,False,Unknown
171-6138639-1478731,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,318.0,HYDERABAD,TELANGANA,500054.0,IN,False,Unknown
405-4059216-4541150,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597.0,HYDERABAD,TELANGANA,500072.0,IN,False,Unknown
405-1152015-7333945,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,888.0,PATNA,BIHAR,800002.0,IN,False,Unknown
406-0177436-6731556,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,406.0,RAMAGUNDAM,TELANGANA,505211.0,IN,False,Unknown
406-0715107-8168308,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1186.0,PITHORAGARH,UTTARAKHAND,262501.0,IN,False,Unknown
403-0104882-7373900,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XXL,Unshipped,1,INR,791.0,HIMMATNAGAR,Gujarat,383001.0,IN,False,Unknown
403-0104882-7373900,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Unshipped,1,INR,807.0,HIMMATNAGAR,Gujarat,383001.0,IN,False,Unknown
403-0104882-7373900,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XXL,Unshipped,1,INR,807.0,HIMMATNAGAR,Gujarat,383001.0,IN,False,Unknown
405-3002282-6797102,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,311.0,KOLKATA,WEST BENGAL,700057.0,IN,False,Unknown
407-8466904-3461908,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,387.0,MUMBAI,MAHARASHTRA,400101.0,IN,False,Unknown
171-3305587-5364338,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,348.0,HYDERABAD,TELANGANA,500053.0,IN,False,Unknown
406-8961316-8137943,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,597.0,"GUWAHATI, KAMRUP (M)",ASSAM,781014.0,IN,False,Easy Ship
406-8961316-8137943,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,549.0,"GUWAHATI, KAMRUP (M)",ASSAM,781014.0,IN,False,Easy Ship
171-2813040-8296320,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,635.0,KOLAR,KARNATAKA,563101.0,IN,False,Unknown
408-9845791-1393151,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597.0,PATIALA,PUNJAB,147001.0,IN,False,Unknown
402-4277204-2348328,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,790.0,REWA,MADHYA PRADESH,486001.0,IN,False,Unknown
171-3049339-2085136,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,375.0,BONGAIGAON,ASSAM,783380.0,IN,False,Unknown
405-9928526-2470747,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1115.0,HYDERABAD,TELANGANA,500087.0,IN,False,Unknown
405-4908072-0260360,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,579.0,BENGALURU,KARNATAKA,560055.0,IN,False,Easy Ship
406-3984186-5973150,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,788.0,Chengalpattu,TAMIL NADU,603002.0,IN,False,Unknown
171-8635309-7508346,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597.0,PERAMBALUR,TAMIL NADU,621212.0,IN,False,Unknown
402-8288606-4313118,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,517.0,BILASPUR,HIMACHAL PRADESH,174001.0,IN,False,Unknown
402-8746990-6412346,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,442.0,CHENNAI,TAMIL NADU,600099.0,IN,False,Unknown
402-0294212-5431551,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399.0,VARANASI,UTTAR PRADESH,221010.0,IN,False,Unknown
406-1530134-2105912,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,518.0,BENGALURU,KARNATAKA,560036.0,IN,False,Unknown
403-5222550-4437140,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,348.0,COIMBATORE,TAMIL NADU,641035.0,IN,False,Unknown
408-1482435-5202714,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,788.0,CHIRMIRI,CHHATTISGARH,497449.0,IN,False,Easy Ship
408-3113070-0750756,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597.0,KALYAN,MAHARASHTRA,421306.0,IN,False,Unknown
404-7796841-1880317,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,696.0,NEW DELHI,DELHI,110016.0,IN,False,Unknown
405-2142542-0941949,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,363.0,HYDERABAD,TELANGANA,502032.0,IN,False,Unknown
405-0286717-7761132,2022-04-30,Shipped,Amazon,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,299.0,HYDERABAD,TELANGANA,502032.0,IN,False,Unknown
406-9021273-9221106,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,690.0,GUWAHATI,ASSAM,781026.0,IN,False,Unknown
404-5381335-4577925,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,574.0,MYSORE,KARNATAKA,570008.0,IN,False,Unknown
171-0131752-2560336,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1399.0,BARABANKI,UTTAR PRADESH,225001.0,IN,False,Easy Ship
407-4235449-1353916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,999.0,AMILA,UTTAR PRADESH,275301.0,IN,False,Easy Ship
171-8061614-5688327,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,999.0,VIJAYAWADA,ANDHRA PRADESH,520010.0,IN,False,Unknown
407-8248783-4261958,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487.0,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331.0,IN,False,Unknown
404-6513062-3876305,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376.0,TIRUCHIRAPPALLI,TAMIL NADU,620018.0,IN,False,Easy Ship
406-7779874-9136347,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1115.0,HERBERTPUR,UTTARAKHAND,248142.0,IN,False,Unknown
406-9638549-1733961,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,517.0,BENGALURU,KARNATAKA,560048.0,IN,False,Unknown
407-8801185-0134713,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1126.0,bangalore,KARNATAKA,560001.0,IN,False,Unknown
